منذ متى لا تزال هذه الأعراض مستمرة تقريبًا؟	about how long have these symptoms been going on?
رغم ذلك، لدى كوفيد-19 معدل خطورة ووفيات أقل من سارس ولكنه يكون أكثر انتقالًا وتأثيرًا بين كبار السن عن الشباب وبين الرجال عن النساء.	However, COVID-19 has lower severity and mortality than SARS but is much more transmissive and affects more elderly individuals than youth and more men than women.
استجابةً للعدد المتزايد بسرعة من المنشورات المتعلقة بالمرض الناشئ، يسعى هذا المقال إلى تقديم مراجعة شاملة وفي الوقت المناسب بشأن موضوع البحث الذي يتطور بسرعة.	In response to the rapidly increasing number of publications on the emerging disease, this article attempts to provide a timely and comprehensive review of the swiftly developing research subject.
سنتناول الأساسيات المتعلقة بوبائية المرض، ومسبباته، وعلم الفيروسات الخاص به، وتشخيصه، وعلاجه، وتنبؤات سير المرض، والوقاية منه.	We will cover the basics about the epidemiology, etiology, virology, diagnosis, treatment, prognosis, and prevention of the disease.
رغم أن الكثير من الأسئلة ما زالت بحاجة إلى الإجابة عنها، فإننا نأمل في أن تساعد هذه المراجعة في فهم المرض الذي يشكل تهديدًا والقضاء عليه.	Although many questions still require answers, we hope that this review helps in the understanding and eradication of the threatening disease.
أصبح مهرجان الربيع في 25 يناير 2020 ذكرى غير مسبوقة ولا تُنسى لكل الصينيين الذي حُثّوا على البقاء داخل منازلهم طوال فترة العطلة ولأسابيع كثيرة بعدها بسبب تفشي مرض فيروسي مستجد.	The Spring Festival on January 25, 2020 has become an unprecedented and unforgettable memory to all Chinese who were urged to stay indoors for all the holiday and for many weeks after due to the outbreak of a novel viral disease.
الفيروس مماثل للغاية لفيروس كورونا (كوف) الذي سبّب تفشي مرض المتلازمة التنفسية الحادة الشديدة (سارس) في 2003؛ ومن ثمَّ، سمّته منظمة الصحة العالمية (منظمة الصحة العالمية) بسارس-كوف-2 في 11 فبراير 2020، وسُمي المرض المرتبط به بمرض كوف-19 (كوفيد-19).	The virus is highly homologous to the coronavirus (CoV) that caused an outbreak of severe acute respiratory syndrome (SARS) in 2003; thus, it was named SARS-CoV-2 by the World Health Organization (WHO) on February 11, 2020, and the associated disease was named CoV Disease-19 (COVID-19).
بدأ الوباء في ووهان بالصين، وسرعان ما انتشر في جميع أنحاء البلاد، فضلًا عما يقرب من 50 دولة أخرى في جميع أنحاء العالم.	The epidemic started in Wuhan, China, and quickly spread throughout the entire country and to near 50 others all over the world.
اعتبارًا من 2 مارس 2020، أدى الفيروس إلى 80,000 حالة إصابة مؤكدة بكوفيد-19، مع إخراج أكثر من 40,000 مريض من المستشفيات ووفاة أكثر من 3,000 مريض.	As of March 2, 2020, the virus has resulted in over 80,000 confirmed cases of COVID-19, with more than 40,000 patients discharged and over 3,000 patients who died.
تحذّر منظمة الصحة العالمية من أن كوفيد-19 هو ”عدو الجمهور رقم 1“ ويُحتمل أن يكون أقوى من الإرهاب.	WHO warns that COVID-19 is “public enemy number 1” and potentially more powerful than terrorism.
وفقًا لـ PubMed (https://www.ncbi.nlm.nih.gov/pubmed/)، في أقل من شهرين، نُشر أكثر من 200 بحث حول كوفيد-19 شملت علم الفيروسات الخاص بالمرض، والوبائية الخاصة به، ومسبباته، وتشخيصه، وعلاجه، منذ صدور أول تقرير في 7 يناير 2020 الذي حدد تسلسل الفيروس المعزول من خلال العديد من المرضى.	According to PubMed (https://www.ncbi.nlm.nih.gov/pubmed/), in less than two months, over 200 papers have been published on COVID-19 including its virology, epidemiology, etiology, diagnosis, and treatment since the first report on January 7, 2020 that determined the sequence of the virus isolated from multiple patients.
تهدف هذه المراجعة إلى تلخيص التقدم البحثي في مجال الموضوع الجديد والذي يتطور بسرعة.	This review attempts to summarize the research progress in the new and swiftly developing subject area.
كلما أمكن، سنسعى إلى مقارنة كوفيد-19 بسارس ومرض آخر سببه كوف، وهو متلازمة الشرق الأوسط التنفسية (ميرس، وهو تفشٍّ حدث في عام 2012).	Whenever possible, we will try to compare COVID-19 with SARS and another CoV-caused disease, Middle East respiratory syndrome (MERS, an outbreak in 2012).
سنناقش أيضًا ما علمناه حتى الآن فيما يتعلق بالوقاية من المرض والتنبؤ بسيره وكذلك بعض الأسئلة الملحة التي ما زالت مطروحة.	We will also discuss what we have learned so far regarding the prevention and prognosis of the disease as well as some remaining yet urgent questions.
اعتبرت فيروسات كورونا في المعتاد مسببات أمراض غير مميتة في البشر، وتسببت بصفة أساسية في قرابة 15% من نزلات البرد الـ 4 الشائعة.	CoVs have been traditionally considered nonlethal pathogens to humans, mainly causing approximately 15% of common colds 4.
